source_ip,timestamp,full_url,method,host,path,query_string,fragment,status_code,user_agent,referrer,source
172.16.0.71,2026-04-07T07:48:25.781166,http://secure.example.com/notifications?category=electronics&id=123&limit=10,GET,secure.example.com,/notifications,category=electronics&id=123&limit=10,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.104,2026-04-07T07:48:25.781166,http://api.example.com/api/v1/health,HEAD,api.example.com,/api/v1/health,,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.3,2026-04-07T07:48:25.781166,https://test-app.local/settings?status=active,GET,test-app.local,/settings,status=active,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.178,2026-04-07T07:48:25.782143,http://10.0.0.50/redir?goto=%2F%2Fevil.com%2Fpath,GET,10.0.0.50,/redir,goto=%2F%2Fevil.com%2Fpath,,,nikto/2.5.0,,pcap
192.168.1.238,2026-04-07T07:48:25.782143,http://secure.example.com/css/style.css?user=john,GET,secure.example.com,/css/style.css,user=john,,,PostmanRuntime/7.35.0,,pcap
10.0.0.242,2026-04-07T07:48:25.782143,http://test-app.local/terms?sort=asc&order=name&lang=en,GET,test-app.local,/terms,sort=asc&order=name&lang=en,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.116,2026-04-07T07:48:25.783118,http://example.com/images/logo.png?sort=asc&page=1&to=2024-12-31,POST,example.com,/images/logo.png,sort=asc&page=1&to=2024-12-31,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.198,2026-04-07T07:48:25.783118,https://secure.example.com/products?user='),POST,secure.example.com,/products,user='),,,masscan/1.3,,pcap
172.16.0.137,2026-04-07T07:48:25.783118,https://admin.example.com/about,GET,admin.example.com,/about,,,,curl/8.4.0,,pcap
10.0.0.201,2026-04-07T07:48:25.783118,http://secure.example.com/news,GET,secure.example.com,/news,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.17,2026-04-07T07:48:25.784317,http://admin.example.com/about,GET,admin.example.com,/about,,,,python-requests/2.31.0,,pcap
10.0.0.70,2026-04-07T07:48:25.784317,https://test-app.local/ldap?cn=%2A%29%29%2500,GET,test-app.local,/ldap,cn=%2A%29%29%2500,,,nikto/2.5.0,,pcap
172.16.0.24,2026-04-07T07:48:25.784317,https://10.0.0.50/goto?goto=%2F%2F%2F%2Fevil.com,GET,10.0.0.50,/goto,goto=%2F%2F%2F%2Fevil.com,,,wfuzz/3.1.0,,pcap
10.0.0.195,2026-04-07T07:48:25.784317,http://example.com/settings?type=product&filter=recent&order=name,POST,example.com,/settings,type=product&filter=recent&order=name,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.61,2026-04-07T07:48:25.785308,http://secure.example.com/comment?search=<svg/onload=alert('XSS')>,GET,secure.example.com,/comment,search=<svg/onload=alert('XSS')>,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.252,2026-04-07T07:48:25.785308,http://api.example.com/css/style.css,HEAD,api.example.com,/css/style.css,,,,python-requests/2.31.0,,pcap
192.168.1.34,2026-04-07T07:48:25.785308,https://webapp.internal/fetch?src=http%3A%2F%2F%5B%3A%3A1%5D%2Fadmin,GET,webapp.internal,/fetch,src=http%3A%2F%2F%5B%3A%3A1%5D%2Fadmin,,,nuclei,,pcap
10.0.0.17,2026-04-07T07:48:25.785308,http://webapp.internal/index.html?category=electronics&page=1,POST,webapp.internal,/index.html,category=electronics&page=1,,,curl/8.4.0,,pcap
10.0.0.33,2026-04-07T07:48:25.785308,http://shop.example.com/search?filter=%2A%29%28uid%3D%2A%29%29%28%7C%28uid%3D%2A,GET,shop.example.com,/search,filter=%2A%29%28uid%3D%2A%29%29%28%7C%28uid%3D%2A,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.131,2026-04-07T07:48:25.786812,http://admin.example.com/products?search=',POST,admin.example.com,/products,search=',,,burpsuite,,pcap
172.16.0.202,2026-04-07T07:48:25.786812,https://10.0.0.50/dashboard?q=laptop&user=john,GET,10.0.0.50,/dashboard,q=laptop&user=john,,,curl/8.4.0,,pcap
10.0.0.234,2026-04-07T07:48:25.786812,http://webapp.internal/contact?status=active&sort=asc&category=electronics,GET,webapp.internal,/contact,status=active&sort=asc&category=electronics,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.233,2026-04-07T07:48:25.786812,http://shop.example.com/api/users?filter=recent&page=1,GET,shop.example.com,/api/users,filter=recent&page=1,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.78,2026-04-07T07:48:25.786812,https://192.168.1.100/api/v1/status?from=2024-01-01&filter=recent&category=electronics,GET,192.168.1.100,/api/v1/status,from=2024-01-01&filter=recent&category=electronics,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.140,2026-04-07T07:48:25.788344,http://10.0.0.50/search?search=',POST,10.0.0.50,/search,search=',,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.233,2026-04-07T07:48:25.788344,http://admin.example.com/api/v1/status?sort=asc,GET,admin.example.com,/api/v1/status,sort=asc,,,python-requests/2.31.0,,pcap
192.168.1.41,2026-04-07T07:48:25.789451,https://shop.example.com/ldap?uid=%2A%28%29%7C%2526%27,GET,shop.example.com,/ldap,uid=%2A%28%29%7C%2526%27,,,Nmap Scripting Engine,,pcap
10.0.0.39,2026-04-07T07:48:25.789451,https://shop.example.com/products?search=admin',GET,shop.example.com,/products,search=admin',,,python-requests/2.31.0,,pcap
10.0.0.54,2026-04-07T07:48:25.789451,http://secure.example.com/tools?cmd=test%7C%20rev%20%2Fetc%2Fpasswd,GET,secure.example.com,/tools,cmd=test%7C%20rev%20%2Fetc%2Fpasswd,,,sqlmap/1.7.12#dev,,pcap
10.0.0.143,2026-04-07T07:48:25.790454,http://test-app.local/checkout?order=name&page=1&from=2024-01-01,GET,test-app.local,/checkout,order=name&page=1&from=2024-01-01,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.157,2026-04-07T07:48:25.790454,http://test-app.local/search?category=',GET,test-app.local,/search,category=',,,masscan/1.3,,pcap
10.0.0.206,2026-04-07T07:48:25.790454,https://secure.example.com/faq?sort=asc,GET,secure.example.com,/faq,sort=asc,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.147,2026-04-07T07:48:25.791430,https://192.168.1.100/dashboard?page=1,GET,192.168.1.100,/dashboard,page=1,,,PostmanRuntime/7.35.0,,pcap
172.16.0.4,2026-04-07T07:48:25.791430,http://shop.example.com/goto?target=https%3Aevil.com,GET,shop.example.com,/goto,target=https%3Aevil.com,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
10.0.0.176,2026-04-07T07:48:25.791430,https://admin.example.com/api/v2/data?sort=asc,GET,admin.example.com,/api/v2/data,sort=asc,,,curl/8.4.0,,pcap
192.168.1.240,2026-04-07T07:48:25.791430,http://admin.example.com/api/orders?category=electronics&page=1,HEAD,admin.example.com,/api/orders,category=electronics&page=1,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.36,2026-04-07T07:48:25.792407,http://shop.example.com/login?filter=recent&order=name,GET,shop.example.com,/login,filter=recent&order=name,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.166,2026-04-07T07:48:25.792407,https://192.168.1.100/cart,POST,192.168.1.100,/cart,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
192.168.1.228,2026-04-07T07:48:25.792407,http://10.0.0.50/download/%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,GET,10.0.0.50,/download/%2e%2e%2f%2e%2e%2f%2e%2e%2fetc%2fpasswd,,,,Nmap Scripting Engine,,pcap
172.16.0.96,2026-04-07T07:48:25.793383,http://10.0.0.50/cart?user=john,GET,10.0.0.50,/cart,user=john,,,curl/8.4.0,,pcap
192.168.1.34,2026-04-07T07:48:25.793383,http://api.example.com/api/orders,POST,api.example.com,/api/orders,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.16,2026-04-07T07:48:25.793383,https://secure.example.com/settings,GET,secure.example.com,/settings,,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.24,2026-04-07T07:48:25.794360,https://example.com/profile?comment=<img,GET,example.com,/profile,comment=<img,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.91,2026-04-07T07:48:25.794360,https://10.0.0.50/api/users?user=%27%20GROUP%20BY%20columnname%20HAVING%201%3D1--,POST,10.0.0.50,/api/users,user=%27%20GROUP%20BY%20columnname%20HAVING%201%3D1--,,,wfuzz/3.1.0,,pcap
192.168.1.207,2026-04-07T07:48:25.794360,https://shop.example.com/index.html,HEAD,shop.example.com,/index.html,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
192.168.1.26,2026-04-07T07:48:25.795336,http://10.0.0.50/images/logo.png,HEAD,10.0.0.50,/images/logo.png,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.169,2026-04-07T07:48:25.795336,http://admin.example.com/lookup?user=admin%29%28%7C%28password%3D%2A%29%29,GET,admin.example.com,/lookup,user=admin%29%28%7C%28password%3D%2A%29%29,,,curl/8.4.0,,pcap
172.16.0.29,2026-04-07T07:48:25.795336,http://shop.example.com/privacy,GET,shop.example.com,/privacy,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
172.16.0.82,2026-04-07T07:48:25.795336,http://admin.example.com/search?search=',POST,admin.example.com,/search,search=',,,nikto/2.5.0,,pcap
172.16.0.106,2026-04-07T07:48:25.795336,http://webapp.internal/login,GET,webapp.internal,/login,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
192.168.1.152,2026-04-07T07:48:25.796842,https://192.168.1.100/events?brand=apple&status=active,GET,192.168.1.100,/events,brand=apple&status=active,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.100,2026-04-07T07:48:25.796842,http://10.0.0.50/api/fetch?uri=gopher%3A%2F%2Flocalhost%3A6379%2F_%2A1%250d%250a%248%250d%250aflushall%250d%250a,GET,10.0.0.50,/api/fetch,uri=gopher%3A%2F%2Flocalhost%3A6379%2F_%2A1%250d%250a%248%250d%250aflushall%250d%250a,,,ZAP/2.14.0,,pcap
172.16.0.78,2026-04-07T07:48:25.796842,http://10.0.0.50/api/v1/status?page=1&filter=recent,POST,10.0.0.50,/api/v1/status,page=1&filter=recent,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.51,2026-04-07T07:48:25.796842,http://shop.example.com/contact?format=json,GET,shop.example.com,/contact,format=json,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.21,2026-04-07T07:48:25.798268,https://admin.example.com/about?to=2024-12-31&user=john&view=list,HEAD,admin.example.com,/about,to=2024-12-31&user=john&view=list,,,python-requests/2.31.0,,pcap
10.0.0.105,2026-04-07T07:48:25.798268,http://secure.example.com/blog/category/tech,GET,secure.example.com,/blog/category/tech,,,,PostmanRuntime/7.35.0,,pcap
192.168.1.143,2026-04-07T07:48:25.798777,https://example.com/file?file=..\..\..\windows\system32\config\sam,GET,example.com,/file,file=..\..\..\windows\system32\config\sam,,,burpsuite,,pcap
172.16.0.152,2026-04-07T07:48:25.798777,https://secure.example.com/about?brand=apple&sort=asc,GET,secure.example.com,/about,brand=apple&sort=asc,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.104,2026-04-07T07:48:25.798777,https://example.com/dashboard?id=123,HEAD,example.com,/dashboard,id=123,,,PostmanRuntime/7.35.0,,pcap
172.16.0.21,2026-04-07T07:48:25.799761,https://api.example.com/redir?redirect=javascript%3Aalert%28document.domain%29,GET,api.example.com,/redir,redirect=javascript%3Aalert%28document.domain%29,,,gobuster/3.6,,pcap
10.0.0.46,2026-04-07T07:48:25.799761,http://example.com/api/v1/status?order=name,GET,example.com,/api/v1/status,order=name,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.117,2026-04-07T07:48:25.799761,https://secure.example.com/checkout?to=2024-12-31&id=123,GET,secure.example.com,/checkout,to=2024-12-31&id=123,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.160,2026-04-07T07:48:25.800736,http://api.example.com/register?status=active,HEAD,api.example.com,/register,status=active,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
192.168.1.25,2026-04-07T07:48:25.800736,https://secure.example.com/api/execute?host=test%60id%60,POST,secure.example.com,/api/execute,host=test%60id%60,,,masscan/1.3,,pcap
10.0.0.11,2026-04-07T07:48:25.800736,https://192.168.1.100/download/../../../proc/self/environ,GET,192.168.1.100,/download/../../../proc/self/environ,,,,burpsuite,,pcap
10.0.0.14,2026-04-07T07:48:25.801713,http://secure.example.com/images/logo.png,GET,secure.example.com,/images/logo.png,,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.87,2026-04-07T07:48:25.801713,http://shop.example.com/products?q=laptop&id=123&from=2024-01-01,POST,shop.example.com,/products,q=laptop&id=123&from=2024-01-01,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.15,2026-04-07T07:48:25.801713,https://admin.example.com/admin?user=1',GET,admin.example.com,/admin,user=1',,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.116,2026-04-07T07:48:25.802689,https://api.example.com/events?type=product&lang=en&page=1,GET,api.example.com,/events,type=product&lang=en&page=1,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.16,2026-04-07T07:48:25.802689,http://webapp.internal/api/execute?cmd=test$(sleep,GET,webapp.internal,/api/execute,cmd=test$(sleep,,,curl/8.4.0,,pcap
10.0.0.37,2026-04-07T07:48:25.802689,https://10.0.0.50/return?target=%2F%2Fevil.com,GET,10.0.0.50,/return,target=%2F%2Fevil.com,,,burpsuite,,pcap
10.0.0.144,2026-04-07T07:48:25.803665,http://secure.example.com/blog/post/1?type=product,GET,secure.example.com,/blog/post/1,type=product,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.74,2026-04-07T07:48:25.803665,http://test-app.local/feedback?search=<input,GET,test-app.local,/feedback,search=<input,,,burpsuite,,pcap
192.168.1.157,2026-04-07T07:48:25.803665,https://shop.example.com/feedback?q=<video><source,GET,shop.example.com,/feedback,q=<video><source,,,dirbuster,,pcap
192.168.1.238,2026-04-07T07:48:25.804642,http://admin.example.com/profile?search=<img,GET,admin.example.com,/profile,search=<img,,,wfuzz/3.1.0,,pcap
10.0.0.68,2026-04-07T07:48:25.804642,http://example.com/directory?username=%2A%29%29%2500,GET,example.com,/directory,username=%2A%29%29%2500,,,curl/8.4.0,,pcap
10.0.0.127,2026-04-07T07:48:25.804642,http://test-app.local/faq,GET,test-app.local,/faq,,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.93,2026-04-07T07:48:25.804642,https://admin.example.com/search,GET,admin.example.com,/search,,,,curl/8.4.0,,pcap
10.0.0.234,2026-04-07T07:48:25.805618,http://test-app.local/blog/post/1?to=2024-12-31&category=electronics&user=john,GET,test-app.local,/blog/post/1,to=2024-12-31&category=electronics&user=john,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.115,2026-04-07T07:48:25.805618,https://shop.example.com/image?path=gopher%3A%2F%2Flocalhost%3A6379%2F_%2A1%250d%250a%248%250d%250aflushall%250d%250a,GET,shop.example.com,/image,path=gopher%3A%2F%2Flocalhost%3A6379%2F_%2A1%250d%250a%248%250d%250aflushall%250d%250a,,,masscan/1.3,,pcap
172.16.0.88,2026-04-07T07:48:25.805618,http://example.com/dashboard?category=electronics&q=laptop,POST,example.com,/dashboard,category=electronics&q=laptop,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
172.16.0.31,2026-04-07T07:48:25.805618,http://api.example.com/admin?username=%27%20HAVING%201%3D1--,GET,api.example.com,/admin,username=%27%20HAVING%201%3D1--,,,burpsuite,,pcap
192.168.1.44,2026-04-07T07:48:25.805618,http://admin.example.com/download?page=file:///etc/passwd,GET,admin.example.com,/download,page=file:///etc/passwd,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.80,2026-04-07T07:48:25.807122,http://test-app.local/?category=electronics,GET,test-app.local,/,category=electronics,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.39,2026-04-07T07:48:25.807122,http://secure.example.com/directory?filter=%2A%29%28uid%3D%2A%29%29%28%7C%28uid%3D%2A,GET,secure.example.com,/directory,filter=%2A%29%28uid%3D%2A%29%29%28%7C%28uid%3D%2A,,,nikto/2.5.0,,pcap
192.168.1.169,2026-04-07T07:48:25.808103,http://webapp.internal/settings?type=product&user=john,HEAD,webapp.internal,/settings,type=product&user=john,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.169,2026-04-07T07:48:25.808103,http://webapp.internal/css/style.css?view=list,GET,webapp.internal,/css/style.css,view=list,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
10.0.0.251,2026-04-07T07:48:25.808103,https://192.168.1.100/api/v1/status?q=laptop&format=json&filter=recent,GET,192.168.1.100,/api/v1/status,q=laptop&format=json&filter=recent,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.60,2026-04-07T07:48:25.809107,https://webapp.internal/download?include=file:///etc/passwd,GET,webapp.internal,/download,include=file:///etc/passwd,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
10.0.0.18,2026-04-07T07:48:25.809107,http://test-app.local/images/logo.png,POST,test-app.local,/images/logo.png,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.156,2026-04-07T07:48:25.809107,https://example.com/cart?type=product&brand=apple&category=electronics,HEAD,example.com,/cart,type=product&brand=apple&category=electronics,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.121,2026-04-07T07:48:25.810090,http://192.168.1.100/load?fetch=file%3A%2F%2F%2Fetc%2Fpasswd,GET,192.168.1.100,/load,fetch=file%3A%2F%2F%2Fetc%2Fpasswd,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.33,2026-04-07T07:48:25.810090,http://webapp.internal/api/message?name='-alert(1)-',GET,webapp.internal,/api/message,name='-alert(1)-',,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
172.16.0.89,2026-04-07T07:48:25.810090,http://example.com/contact,GET,example.com,/contact,,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
192.168.1.13,2026-04-07T07:48:25.811066,https://api.example.com/lookup?query=%2A%29%28uid%3D%2A%29%29%28%7C%28uid%3D%2A,GET,api.example.com,/lookup,query=%2A%29%28uid%3D%2A%29%29%28%7C%28uid%3D%2A,,,sqlmap/1.7.12#dev,,pcap
192.168.1.86,2026-04-07T07:48:25.811066,http://shop.example.com/index.html?id=123,GET,shop.example.com,/index.html,id=123,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
172.16.0.127,2026-04-07T07:48:25.811066,http://secure.example.com/register?id=123&format=json,GET,secure.example.com,/register,id=123&format=json,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
192.168.1.42,2026-04-07T07:48:25.812042,http://api.example.com/proxy?path=http%3A%2F%2Flocaltest.me%2F,GET,api.example.com,/proxy,path=http%3A%2F%2Flocaltest.me%2F,,,burpsuite,,pcap
192.168.1.99,2026-04-07T07:48:25.812042,http://10.0.0.50/search?status=active&limit=10,GET,10.0.0.50,/search,status=active&limit=10,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
10.0.0.147,2026-04-07T07:48:25.812042,http://test-app.local/contact?user=john,GET,test-app.local,/contact,user=john,,,curl/8.4.0,,pcap
172.16.0.107,2026-04-07T07:48:25.812042,http://secure.example.com/api/orders?from=2024-01-01&id=123&q=laptop,GET,secure.example.com,/api/orders,from=2024-01-01&id=123&q=laptop,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",,pcap
192.168.1.133,2026-04-07T07:48:25.813018,http://test-app.local/blog/category/tech?from=2024-01-01&status=active&page=1,POST,test-app.local,/blog/category/tech,from=2024-01-01&status=active&page=1,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),,pcap
172.16.0.46,2026-04-07T07:48:25.813018,http://192.168.1.100/privacy?user=john&format=json,GET,192.168.1.100,/privacy,user=john&format=json,,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,,pcap
10.0.0.158,2026-04-07T07:48:25.813018,http://192.168.1.100/blog,GET,192.168.1.100,/blog,,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
172.16.0.89,2026-04-07T07:48:25.813994,https://secure.example.com/privacy?to=2024-12-31,GET,secure.example.com,/privacy,to=2024-12-31,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
10.0.0.105,2026-04-07T07:48:25.813994,http://test-app.local/checkout,GET,test-app.local,/checkout,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.113,2026-04-07T07:48:25.813994,http://10.0.0.50/profile?view=list&format=json&brand=apple,GET,10.0.0.50,/profile,view=list&format=json&brand=apple,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
192.168.1.84,2026-04-07T07:48:25.814970,http://api.example.com/checkout?user=john&limit=10,GET,api.example.com,/checkout,user=john&limit=10,,,"Mozilla/5.0 (Linux; Android 14; Pixel 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",,pcap
192.168.1.55,2026-04-07T07:48:25.814970,https://example.com/profile?sort=asc,GET,example.com,/profile,sort=asc,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",,pcap
192.168.1.237,2026-04-07T07:48:25.814970,https://webapp.internal/search?search=',POST,webapp.internal,/search,search=',,,nikto/2.5.0,,pcap
172.16.0.197,2026-04-07T07:48:25.814970,http://shop.example.com/register?filter=recent,GET,shop.example.com,/register,filter=recent,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",,pcap
